question,numbers,equation,digit_answer,group_nums,body,ques,type,variation type,id,result
paige used number0 of her pencils . now she has number1 pencils . how many pencils did paige have to begin with ?,"[3,91]","[+,number0,number1]",94,"[1,2,3,7,9,10,11,19,20,21]",paige used number0 of her pencils . now she has number1 pencils .,how many pencils did paige have to begin with ?,,[],2934,"Certainly, we can solve this problem step by step.

1. Paige currently has 91 pencils.
2. Paige used 3 of her pencils.
3. To find out how many pencils she had to begin with, we need to subtract the number of pencils she used from the current number of pencils she has.

So, it would be: $ 91 - 3 = 88 $.

Paige had 88 pencils to begin with.

#### 88"
olivia gave her cat number0 cheese cubes . now olivia has number1 cheese cubes left . how many cheese cubes did olivia have originally ?,"[2,98]","[+,number0,number1]",100,"[1,2,3,4,5,6,10,11,12,13,21,22,23]",olivia gave her cat number0 cheese cubes . now olivia has number1 cheese cubes left .,how many cheese cubes did olivia have originally ?,,[],2939," $$olivia\ gave\ her\ cat\ $2$\ cheese\ cubes\ .\ now\ olivia\ has\ $98$\ cheese\ cubes\ left\ .$$

To determine how many cheese cubes Olivia originally had, we need to add the 2 cheese cubes she gave to her cat to the 98 cheese cubes she has left.

$98 + 2  = 100$

####100"
a clown had number0 balloons . after a party he had number1 left . how many balloons did he use at the party ?,"[82,16]","[-,number0,number1]",66,"[1,2,3,4,5,10,11,12,20,21,22]",a clown had number0 balloons . after a party he had number1 left .,how many balloons did he use at the party ?,,[],2940," #### $82 - 16 = 66$

The problem states that the clown had 82 balloons. After the party, he had 16 balloons left. 

To determine how many balloons he used at the party, we subtract the number of balloons he had left from the number of balloons he started with:

$82 - 16 = 66$

Therefore, the clown used 66 balloons at the party."
a pet store had number0 white cats number1 black cats and number2 gray cats . how many cats did they have total ?,"[2,10,3]","[+,+,number0,number1,number2]",15,"[1,3,4,5,6,7,8,9,10,11,12,13,19,20,21]",a pet store had number0 white cats number1 black cats and number2 gray cats .,how many cats did they have total ?,,[],2944," 
#### 15

The question states that the pet store had:

* 2 white cats 
* 10 black cats
* 3 gray cats

To find the total number of cats, we add up the number of cats of each color:

$2 + 10 + 3 = 15$

Therefore, the total number of cats in the pet store is $15$ cats."
amy had number0 dollars . if she got number1 more dollars for doing chores and number2 more for her birthday how much money does she have now ?,"[2,13,3]","[+,+,number0,number1,number2]",18,"[1,2,3,4,7,8,9,10,14,15,16,24,25,26]",amy had number0 dollars . if she got number1 more dollars for doing chores and number2 more for her birthday,how much money does she have now ?,,[],2945,"Amy had 2 dollars initially. She got 13 more dollars for doing chores and 3 more dollars for her birthday. To find out how much money she has now, we simply need to add these amounts together:

$2 + 13 + 3 = 18$

So, Amy has $18 now.

#### 18"
while playing a trivia game team a scored number0 points team b scored number1 points and team c scored number2 points . how many points were scored total ?,"[2,9,4]","[+,+,number0,number1,number2]",15,"[1,7,8,9,12,13,14,18,19,20,25,26,27]",while playing a trivia game team a scored number0 points team b scored number1 points and team c scored number2 points .,how many points were scored total ?,,[],2947,"To find the total number of points scored by all three teams, you need to add up the points scored by each team.

Team A scored 2 points.
Team B scored 9 points.
Team C scored 4 points.

To find the total, simply add these numbers together:

$2 + 9 + 4 = 15$

So, the total number of points scored by all three teams is 15.####15"
on monday debby jogged number0 kilometers . on tuesday she jogged number1 kilometers and on wednesday she jogged number2 how many kilometers did she jog total ?,"[2,5,9]","[+,+,number0,number1,number2]",16,"[1,3,4,5,10,11,12,17,18,19,23,24,25]",on monday debby jogged number0 kilometers . on tuesday she jogged number1 kilometers and on wednesday she jogged number2 how,many kilometers did she jog total ?,,[],2948," 
####$2 + 5 + 9 = 16$

On Monday, Debby jogged $2$ kilometers.
On Tuesday, she jogged $5$ kilometers. 
On Wednesday, she jogged $9$ kilometers.

To find the total kilometers Debby jogged, we add the distances for each day:

$2$ kilometers on Monday  
$5$ kilometers on Tuesday
$9$ kilometers on Wednesday

By adding these together we get:

$2 + 5 + 9 = 16$ kilometers total that Debby jogged."
for lunch number0 students selected chocolate milk number1 selected strawberry milk and number2 selected regular milk . how many milks were taken total ?,"[2,15,3]","[+,+,number0,number1,number2]",20,"[1,2,3,4,6,7,8,10,11,12,13,14,15,20,21,22]",for lunch number0 students selected chocolate milk number1 selected strawberry milk and number2 selected regular milk .,how many milks were taken total ?,,[],2950," ####$20$

For lunch, 2 students selected chocolate milk. 15 students selected strawberry milk. And 3 students selected regular milk. 

We can calculate the total number of milks taken as follows:

$2$ students selected chocolate milk 
$15$ students selected strawberry milk
$3$ students selected regular milk

Using basic addition, we can find the total number of milks:

$2 + 15 + 3 = 20$ milks were taken in total."
a farmer planted number0 tomato seeds number1 cucumber seeds and number2 pumpkin seeds . how many seeds did he plant all together ?,"[2,10,3]","[+,+,number0,number1,number2]",15,"[1,2,3,4,5,6,7,8,9,10,11,12,19,20,21]",a farmer planted number0 tomato seeds number1 cucumber seeds and number2 pumpkin seeds .,how many seeds did he plant all together ?,,[],2952," Here is a step-by-step solution to the problem:

The farmer planted:

$2$ tomato seeds 
$10$ cucumber seeds
$3$ pumpkin seeds

To find the total number of seeds planted, we add the number of seeds of each type:

$2 + 10 + 3 = \boxed{15}$ seeds

####15"
at the schools book fair sam bought number0 adventure books and number1 mystery books . if number2 of the books were used how many new books did he buy ?,"[13,17,15]","[-,+,number0,number1,number2]",15,"[6,7,8,9,10,11,12,13,15,16,17,26,27,28]",at the schools book fair sam bought number0 adventure books and number1 mystery books . if number2 of the books were used,how many new books did he buy ?,,[],2967,To find out how many
cody had number0 dollars . for his birthday he got number1 more dollars but spent number2 on a new game . how much money does he have now ?,"[45,9,19]","[-,+,number0,number1,number2]",35,"[1,2,3,9,10,11,12,14,15,16,25,26,27]",cody had number0 dollars . for his birthday he got number1 more dollars but spent number2 on a new game .,how much money does he have now ?,,[],2978,"Cody initially had $45. For his birthday, he received 9 more dollars, which means he now has:

$45 + $9 = $54

Afterward, he spent $19 on a new game, so we subtract this amount from his total:

$54 - $19 = $35

So, Cody now has $35.

####35"
a chef only had number0 apples so he ordered number1 more bags . if each bag has number2 apples how many apples does he have total ?,"[3,2,9]","[+,*,number1,number2,number0]",21,"[3,4,5,7,8,9,10,11,14,16,17,18,23,24,25]",a chef only had number0 apples so he ordered number1 more bags . if each bag has number2 apples,how many apples does he have total ?,,[],2979,"The chef initially had 3 apples. He ordered 2 more bags, and each bag contains 9 apples. To find the total number of apples, we'll first determine the number of apples in those 2 bags and then add it to the initial 3 apples.

Number of apples in each bag: $9 \times 2 = 18$ (apples per bag)  
Total number of apples in 2 bags: $18 \times 2 = 36$ (apples in both bags)  
Adding the initial 3 apples to the newly acquired 36 apples: $3 + 36 = 39$

Therefore, the chef has 39 apples in total.
####
39"
edward earned number0 dollars for every lawn he mowed . if he mowed number1 lawns and he already had number2 dollars saved up how much money does he have total ?,"[8,5,7]","[+,*,number1,number0,number2]",47,"[1,2,3,5,11,12,13,14,18,19,20,27,28,29]",edward earned number0 dollars for every lawn he mowed . if he mowed number1 lawns and he already had number2 dollars saved up,how much money does he have total ?,,[],2980,"Edward earned $8 for every lawn he mowed. If he mowed 5 lawns and already had $7 saved up, we can calculate his total money as follows:

1. Money earned from mowing 5 lawns: $8 per lawn * 5 lawns = $40
2. Money he already had saved up: $7

To find his total money, we need to add the money earned from mowing to the money he already had:

$40 (money from mowing) + $7 (money saved up) = $47

So, Edward has a total of $47.

#### 47"
before lunch a waitress had already earned number0 in tips . after lunch she had number1 customers and each customer gave her a number2 dollar tip . how much money did she earn total ?,"[5,7,2]","[+,*,number1,number2,number0]",19,"[32,33,34,3,6,7,8,9,15,16,17,19,23,24,25]",before lunch a waitress had already earned number0 in tips . after lunch she had number1 customers and each customer gave her a number2 dollar tip .,how much money did she earn total ?,,[],2983,"First, let's break down the information given:

1. Before lunch, the waitress earned $5 in tips.
2. After lunch, she had 7 customers, and each customer gave her a $2 tip.

To find out how much money she earned in total, we need to calculate the total tips after lunch and add it to the tips she earned before lunch.

The total tips after lunch can be calculated by multiplying the number of customers by the tip per customer:
$7 \times 2 = 14$.

Next, we add the tips earned before lunch to the tips earned after lunch:
$5 + 14 = 19$.

So, the waitress earned a total of $19 in tips.

#### 19"
at band practice there were number0 rows of students with number1 students in each row and then another number2 students in the back . how many students were there total ?,"[4,8,9]","[+,*,number0,number1,number2]",41,"[1,4,5,6,9,10,11,13,17,18,19,27,28,29]",at band practice there were number0 rows of students with number1 students in each row and then another number2 students in the back .,how many students were there total ?,,[],2984,"To find the total number of students at band practice, you need to add the number of students in the four rows to the number of students in the back. 

First, calculate the number of students in the rows:
4 rows * 8 students per row = $4 \cdot 8 = 32$ students in the rows.

Now, add the number of students in the back:
$32$ students in the rows + $9$ students in the back = $32 + 9 = 41$ students in total.

So, there were 41 students in total at band practice.
####
41"
a lawn care company bought number0 lawnmower blade for number1 each . they also bought a spool of weed eater string for number2 . how much money did they spend on supplies ?,"[4,8,7]","[+,*,number0,number1,number2]",39,"[32,33,4,5,6,7,9,10,11,23,24,31]",a lawn care company bought number0 lawnmower blade for number1 each . they also bought a spool of weed eater string for number2 .,how much money did they spend on supplies ?,,[],2985,"To find out how much money the lawn care company spent on supplies, we need to calculate the total cost of the lawnmower blades and the weed eater string.

Step 1: Calculate the cost of 4 lawnmower blades at $8 each.
Cost of 1 lawnmower blade = $8
Cost of 4 lawnmower blades = 4 * $8 = $32

Step 2: Calculate the cost of the spool of weed eater string, which is $7.

Now, we add the cost of the lawnmower blades and the weed eater string to find the total cost.

Step 3: Total cost of supplies
Total cost = Cost of lawnmower blades + Cost of weed eater string
Total cost = $32 + $7 = $39

So, the lawn care company spent $39 on supplies.

####39"
